drug1,drug2,pair_key
mannitol busulfan,tinoridine,mannitol busulfan||tinoridine
esreboxetine,vinylbital,esreboxetine||vinylbital
firocoxib,macitentan,firocoxib||macitentan
lormetazepam,propiopromazine,lormetazepam||propiopromazine
amprenavir,zaltoprofen,amprenavir||zaltoprofen
antrafenine,lacidipine,antrafenine||lacidipine
idebenone,tramadol,idebenone||tramadol
atazanavir,neratinib,atazanavir||neratinib
mepivacaine,nitroprusside,mepivacaine||nitroprusside
ascorbic acid,prenylamine,ascorbic acid||prenylamine
ditiocarb,nicardipine,ditiocarb||nicardipine
aripiprazole lauroxil,edivoxetine,aripiprazole lauroxil||edivoxetine
chromium picolinate,enrofloxacin,chromium picolinate||enrofloxacin
clofarabine,methylphenobarbital,clofarabine||methylphenobarbital
benoxaprofen,fimasartan,benoxaprofen||fimasartan
cephalosporin c,phenacemide,cephalosporin c||phenacemide
farnesyl thiopyrophosphate,lenvatinib,farnesyl thiopyrophosphate||lenvatinib
hydrocortisone,nelfinavir,hydrocortisone||nelfinavir
deanol,mebicar,deanol||mebicar
eltoprazine,levmetamfetamine,eltoprazine||levmetamfetamine
droxicam,lenalidomide,droxicam||lenalidomide
calcium cation,methyclothiazide,calcium cation||methyclothiazide
bencyclane,halofantrine,bencyclane||halofantrine
paritaprevir,vemurafenib,paritaprevir||vemurafenib
azlocillin,dihydrostreptomycin,azlocillin||dihydrostreptomycin
ganciclovir,oxytetracycline,ganciclovir||oxytetracycline
metharbital,testosterone enanthate,metharbital||testosterone enanthate
pazopanib,relugolix,pazopanib||relugolix
fentanyl,oxymetazoline,fentanyl||oxymetazoline
ritlecitinib,ropivacaine,ritlecitinib||ropivacaine
albuterol,tolcapone,albuterol||tolcapone
dextropropoxyphene,pargyline,dextropropoxyphene||pargyline
hydrocortisone cypionate,midazolam,hydrocortisone cypionate||midazolam
isosorbide dinitrate,win 55212-2,isosorbide dinitrate||win 55212-2
cyproheptadine,nicomorphine,cyproheptadine||nicomorphine
aprepitant,ritlecitinib,aprepitant||ritlecitinib
indinavir,iptacopan,indinavir||iptacopan
ethylmorphine,sildenafil,ethylmorphine||sildenafil
bempedoic acid,phenobarbital,bempedoic acid||phenobarbital
perphenazine,zaleplon,perphenazine||zaleplon
bezitramide,lisuride,bezitramide||lisuride
2-chloro-5-[(1s)-1-hydroxy-3-oxo-2h-isoindol-1-yl]benzenesulfonamide,amoxapine,2-chloro-5-[(1s)-1-hydroxy-3-oxo-2h-isoindol-1-yl]benzenesulfonamide||amoxapine
dexamethasone isonicotinate,fluvoxamine,dexamethasone isonicotinate||fluvoxamine
difluocortolone,isepamicin,difluocortolone||isepamicin
droxidopa,mangafodipir,droxidopa||mangafodipir
mianserin,ranitidine,mianserin||ranitidine
deudomperidone,propentofylline,deudomperidone||propentofylline
landiolol,nitroglycerin,landiolol||nitroglycerin
chlorzoxazone,indisulam,chlorzoxazone||indisulam
eluxadoline,methoxyphenamine,eluxadoline||methoxyphenamine
doxofylline,hydrocortisone succinate,doxofylline||hydrocortisone succinate
carbidopa,cefmenoxime,carbidopa||cefmenoxime
etizolam,lurasidone,etizolam||lurasidone
methazolamide,phenformin,methazolamide||phenformin
l-deprenyl-d2 c-11,morphine,l-deprenyl-d2 c-11||morphine
hydralazine,levmetamfetamine,hydralazine||levmetamfetamine
clomipramine,sparfloxacin,clomipramine||sparfloxacin
7-deazaguanine,everolimus,7-deazaguanine||everolimus
midostaurin,valbenazine,midostaurin||valbenazine
temsirolimus,thioridazine,temsirolimus||thioridazine
aluminium glycinate,prulifloxacin,aluminium glycinate||prulifloxacin
amikacin,dichlorobenzyl alcohol,amikacin||dichlorobenzyl alcohol
nicorandil,pyrazinamide,nicorandil||pyrazinamide
pregabalin,sevoflurane,pregabalin||sevoflurane
oxypertine,perospirone,oxypertine||perospirone
diazepam,doxofylline,diazepam||doxofylline
rosuvastatin,tepotinib,rosuvastatin||tepotinib
meperidine,nitrofurantoin,meperidine||nitrofurantoin
(r)-fluoxetine,melatonin,(r)-fluoxetine||melatonin
dextrothyroxine,trifluridine,dextrothyroxine||trifluridine
daptomycin,tolazamide,daptomycin||tolazamide
dihydromorphine,tubocurarine,dihydromorphine||tubocurarine
dabrafenib,pralsetinib,dabrafenib||pralsetinib
azacitidine,polythiazide,azacitidine||polythiazide
dosulepin,sunitinib,dosulepin||sunitinib
emepronium,pentaerithrityl,emepronium||pentaerithrityl
ketobemidone,poldine,ketobemidone||poldine
dalfopristin,haloperidol,dalfopristin||haloperidol
midomafetamine,olanzapine,midomafetamine||olanzapine
asunaprevir,floxuridine,asunaprevir||floxuridine
butabarbital,diflunisal,butabarbital||diflunisal
androstenediol,fluocinonide,androstenediol||fluocinonide
tixocortol,triamterene,tixocortol||triamterene
deupirfenidone,valbenazine,deupirfenidone||valbenazine
dasabuvir,estradiol valerate,dasabuvir||estradiol valerate
allylestrenol,propiverine,allylestrenol||propiverine
pidotimod,sulbactam,pidotimod||sulbactam
clocortolone acetate,sparfloxacin,clocortolone acetate||sparfloxacin
avibactam,dabrafenib,avibactam||dabrafenib
edoxaban,indomethacin,edoxaban||indomethacin
doramectin,"r,s-warfarin alcohol","doramectin||r,s-warfarin alcohol"
erythromycin,ifosfamide,erythromycin||ifosfamide
butamben,cycloserine,butamben||cycloserine
maprotiline,testolactone,maprotiline||testolactone
alphacetylmethadol,ramosetron,alphacetylmethadol||ramosetron
erlotinib,repinotan,erlotinib||repinotan
aspartic acid,zonisamide,aspartic acid||zonisamide
entrectinib,epinastine,entrectinib||epinastine
dexketoprofen,nelfinavir,dexketoprofen||nelfinavir
sodium tetradecyl sulfate,triazolam,sodium tetradecyl sulfate||triazolam
irbesartan,lofexidine,irbesartan||lofexidine
phenmetrazine,taranabant,phenmetrazine||taranabant
garenoxacin,pomalidomide,garenoxacin||pomalidomide
busulfan,indalpine,busulfan||indalpine
dihydroergotamine,pimavanserin,dihydroergotamine||pimavanserin
deflazacort,fosphenytoin,deflazacort||fosphenytoin
"6-chloro-3-(dichloromethyl)-3,4-dihydro-2h-1,2,4-benzothiadiazine-7-sulfonamide 1,1-dioxide",desomorphine,"6-chloro-3-(dichloromethyl)-3,4-dihydro-2h-1,2,4-benzothiadiazine-7-sulfonamide 1,1-dioxide||desomorphine"
butabarbital,tacrine,butabarbital||tacrine
clocortolone acetate,physostigmine,clocortolone acetate||physostigmine
citalopram,tepoxalin,citalopram||tepoxalin
dexibuprofen,labetalol,dexibuprofen||labetalol
fluocortolone caproate,valdecoxib,fluocortolone caproate||valdecoxib
oxandrolone,sitagliptin,oxandrolone||sitagliptin
atovaquone,viloxazine,atovaquone||viloxazine
droperidol,timolol,droperidol||timolol
ceforanide,hydralazine,ceforanide||hydralazine
meclizine,pitolisant,meclizine||pitolisant
nalidixic acid,salsalate,nalidixic acid||salsalate
bupranolol,nimesulide,bupranolol||nimesulide
chlormadinone,mephenytoin,chlormadinone||mephenytoin
indomethacin,wortmannin,indomethacin||wortmannin
alclofenac,tirofiban,alclofenac||tirofiban
paliperidone,succinylcholine,paliperidone||succinylcholine
4-hydroxycoumarin,primidone,4-hydroxycoumarin||primidone
dicoumarol,erdafitinib,dicoumarol||erdafitinib
hypericin,olanzapine,hypericin||olanzapine
cefminox,dabigatran,cefminox||dabigatran
alprazolam,lapatinib,alprazolam||lapatinib
dexfenfluramine,ulipristal,dexfenfluramine||ulipristal
doxazosin,vortioxetine,doxazosin||vortioxetine
cefbuperazone,desvenlafaxine,cefbuperazone||desvenlafaxine
bethanidine,rilmenidine,bethanidine||rilmenidine
deanol,fosphenytoin,deanol||fosphenytoin
perindoprilat,rimiterol,perindoprilat||rimiterol
quinisocaine,sunitinib,quinisocaine||sunitinib
cefuroxime,oseltamivir,cefuroxime||oseltamivir
isoxsuprine,otilonium,isoxsuprine||otilonium
rolofylline,terbutaline,rolofylline||terbutaline
atomoxetine,gemfibrozil,atomoxetine||gemfibrozil
aluminium nicotinate,ledipasvir,aluminium nicotinate||ledipasvir
methylene blue,pamidronic acid,methylene blue||pamidronic acid
cortisone acetate,ephedrine,cortisone acetate||ephedrine
trimethadione,yohimbine,trimethadione||yohimbine
landiolol,protriptyline,landiolol||protriptyline
carbinoxamine,clomipramine,carbinoxamine||clomipramine
mavacamten,udenafil,mavacamten||udenafil
bupranolol,vericiguat,bupranolol||vericiguat
mitotane,"r,s-warfarin alcohol","mitotane||r,s-warfarin alcohol"
ixazomib,temozolomide,ixazomib||temozolomide
dihydrocodeine,molindone,dihydrocodeine||molindone
osanetant,tropisetron,osanetant||tropisetron
alphaprodine,lenabasum,alphaprodine||lenabasum
epothilone d,procaine,epothilone d||procaine
fesoterodine,solifenacin,fesoterodine||solifenacin
fluprednidene,testosterone decanoate,fluprednidene||testosterone decanoate
cyclobenzaprine,octamoxin,cyclobenzaprine||octamoxin
hydroflumethiazide,reproterol,hydroflumethiazide||reproterol
bamifylline,beclamide,bamifylline||beclamide
cyproterone acetate,tazemetostat,cyproterone acetate||tazemetostat
carboxyamidotriazole,rivastigmine,carboxyamidotriazole||rivastigmine
dabigatran,testosterone undecanoate,dabigatran||testosterone undecanoate
cidoxepin,dasatinib,cidoxepin||dasatinib
indoprofen,melitracen,indoprofen||melitracen
dimetacrine,urapidil,dimetacrine||urapidil
acetohexamide,phenobarbital,acetohexamide||phenobarbital
icosapent,zanamivir,icosapent||zanamivir
bezitramide,cidoxepin,bezitramide||cidoxepin
azosemide,polmacoxib,azosemide||polmacoxib
quinisocaine,sn-38,quinisocaine||sn-38
methylenedioxyethamphetamine,xanthine,methylenedioxyethamphetamine||xanthine
fluperolone,magnesium cation,fluperolone||magnesium cation
codeine,tramadol,codeine||tramadol
homatropine methylbromide,otilonium,homatropine methylbromide||otilonium
batefenterol,xanthine,batefenterol||xanthine
bumetanide,quinethazone,bumetanide||quinethazone
castanospermine,fluocinonide,castanospermine||fluocinonide
farnesyl thiopyrophosphate,pracinostat,farnesyl thiopyrophosphate||pracinostat
ephedrine,nefazodone,ephedrine||nefazodone
lonazolac,xipamide,lonazolac||xipamide
ketoconazole,pentoxifylline,ketoconazole||pentoxifylline
eslicarbazepine acetate,piritramide,eslicarbazepine acetate||piritramide
diflorasone,megestrol acetate,diflorasone||megestrol acetate
bortezomib,mycophenolate mofetil,bortezomib||mycophenolate mofetil
fosphenytoin,scopolamine,fosphenytoin||scopolamine
hydrocodone,irinotecan,hydrocodone||irinotecan
balaglitazone,megestrol acetate,balaglitazone||megestrol acetate
ciclesonide,itraconazole,ciclesonide||itraconazole
delorazepam,penbutolol,delorazepam||penbutolol
capsaicin,lazertinib,capsaicin||lazertinib
hydroxocobalamin,mersalyl,hydroxocobalamin||mersalyl
amantadine,lisdexamfetamine,amantadine||lisdexamfetamine
d-levofloxacin,mibefradil,d-levofloxacin||mibefradil
tegaserod,testosterone cypionate,tegaserod||testosterone cypionate
digitoxin,roxithromycin,digitoxin||roxithromycin
orvepitant,pinazepam,orvepitant||pinazepam
levosulpiride,linezolid,levosulpiride||linezolid
clopenthixol,perhexiline,clopenthixol||perhexiline
methsuximide,nilutamide,methsuximide||nilutamide
blonanserin,vecuronium,blonanserin||vecuronium
alverine,raclopride,alverine||raclopride
losartan,trandolapril,losartan||trandolapril
nisoxetine,phensuximide,nisoxetine||phensuximide
nilotinib,procainamide,nilotinib||procainamide
cortivazol,nortriptyline,cortivazol||nortriptyline
9-beta-d-xylofuranosyl-adenine,methantheline,9-beta-d-xylofuranosyl-adenine||methantheline
alitretinoin,tolvaptan,alitretinoin||tolvaptan
clonixin,megestrol acetate,clonixin||megestrol acetate
diphenoxylate,s-ethylisothiourea,diphenoxylate||s-ethylisothiourea
clorindione,doxycycline,clorindione||doxycycline
cilostazol,rokitamycin,cilostazol||rokitamycin
"7,8-dichloro-1,2,3,4-tetrahydroisoquinoline",vinpocetine,"7,8-dichloro-1,2,3,4-tetrahydroisoquinoline||vinpocetine"
cimetropium,tramadol,cimetropium||tramadol
aripiprazole,entinostat,aripiprazole||entinostat
alogliptin,amlodipine,alogliptin||amlodipine
butalbital,zanubrutinib,butalbital||zanubrutinib
amphotericin b,nizatidine,amphotericin b||nizatidine
cafedrine,eprinomectin,cafedrine||eprinomectin
streptozocin,teriflunomide,streptozocin||teriflunomide
buflomedil,prasugrel,buflomedil||prasugrel
nebivolol,orciprenaline,nebivolol||orciprenaline
esmirtazapine,sarafloxacin,esmirtazapine||sarafloxacin
adefovir dipivoxil,duloxetine,adefovir dipivoxil||duloxetine
abametapir,ethanol,abametapir||ethanol
sotagliflozin,teneligliptin,sotagliflozin||teneligliptin
bicisate,memantine,bicisate||memantine
inosine,niflumic acid,inosine||niflumic acid
candoxatril,glycol salicylate,candoxatril||glycol salicylate
arbutamine,higenamine,arbutamine||higenamine
brivaracetam,tranilast,brivaracetam||tranilast
darifenacin,norepinephrine,darifenacin||norepinephrine
cefuroxime,thiethylperazine,cefuroxime||thiethylperazine
linagliptin,sertindole,linagliptin||sertindole
eltoprazine,tramiprosate,eltoprazine||tramiprosate
methoxsalen,nitrofurantoin,methoxsalen||nitrofurantoin
almotriptan,ularitide,almotriptan||ularitide
clonazepam,fluspirilene,clonazepam||fluspirilene
alminoprofen,cefotaxime,alminoprofen||cefotaxime
resorcinol,zanamivir,resorcinol||zanamivir
buflomedil,furosemide,buflomedil||furosemide
fluprednisolone,robenacoxib,fluprednisolone||robenacoxib
"5-methoxy-n,n-dimethyltryptamine",zimelidine,"5-methoxy-n,n-dimethyltryptamine||zimelidine"
cefozopran,venlafaxine,cefozopran||venlafaxine
gemigliptin,venlafaxine,gemigliptin||venlafaxine
dihydro-alpha-ergocryptine,linagliptin,dihydro-alpha-ergocryptine||linagliptin
pivhydrazine,quinidine,pivhydrazine||quinidine
cefotetan,clobazam,cefotetan||clobazam
lorpiprazole,promazine,lorpiprazole||promazine
grepafloxacin,nateglinide,grepafloxacin||nateglinide
fimasartan,pacritinib,fimasartan||pacritinib
estazolam,nabumetone,estazolam||nabumetone
5beta-dihydrotestosterone,fluticasone furoate,5beta-dihydrotestosterone||fluticasone furoate
dosulepin,pyrithyldione,dosulepin||pyrithyldione
cefapirin,kanamycin,cefapirin||kanamycin
colistimethate,tolcapone,colistimethate||tolcapone
difemerine,pentolinium,difemerine||pentolinium
ciprofloxacin,vicriviroc,ciprofloxacin||vicriviroc
almasilate,nifenazone,almasilate||nifenazone
dyclonine,loxapine,dyclonine||loxapine
mebrofenin,mefenamic acid,mebrofenin||mefenamic acid
dopexamine,iprindole,dopexamine||iprindole
ceftobiprole,salsalate,ceftobiprole||salsalate
hydrocortisone,tofacitinib,hydrocortisone||tofacitinib
raltegravir,triazolam,raltegravir||triazolam
propiverine,tolcapone,propiverine||tolcapone
flunarizine,flupentixol,flunarizine||flupentixol
"(1,2,6,7-3h)testosterone",pholcodine,"(1,2,6,7-3h)testosterone||pholcodine"
mestranol,phenformin,mestranol||phenformin
astaxanthin,gabexate,astaxanthin||gabexate
guanabenz,tretoquinol,guanabenz||tretoquinol
fosphenytoin,lesinurad,fosphenytoin||lesinurad
cefotiam,pentoxifylline,cefotiam||pentoxifylline
indoprofen,ledipasvir,indoprofen||ledipasvir
glecaprevir,roxadustat,glecaprevir||roxadustat
flunitrazepam,ivosidenib,flunitrazepam||ivosidenib
doxacurium,magnesium trisilicate,doxacurium||magnesium trisilicate
gw842166,quazepam,gw842166||quazepam
ganciclovir,pexidartinib,ganciclovir||pexidartinib
methoxamine,triflupromazine,methoxamine||triflupromazine
norethynodrel,norgestimate,norethynodrel||norgestimate
becocalcidiol,ouabain,becocalcidiol||ouabain
barbital,gallamine triethiodide,barbital||gallamine triethiodide
fosinopril,isoflavone,fosinopril||isoflavone
epinephrine,guanidine,epinephrine||guanidine
clindamycin,copanlisib,clindamycin||copanlisib
finerenone,orphenadrine,finerenone||orphenadrine
diethylnorspermine,dutasteride,diethylnorspermine||dutasteride
cefpiramide,quetiapine,cefpiramide||quetiapine
diphenidol,pirenzepine,diphenidol||pirenzepine
clomethiazole,quingestanol,clomethiazole||quingestanol
ethyl loflazepate,sertraline,ethyl loflazepate||sertraline
"6-chloro-3-(dichloromethyl)-3,4-dihydro-2h-1,2,4-benzothiadiazine-7-sulfonamide 1,1-dioxide",stiripentol,"6-chloro-3-(dichloromethyl)-3,4-dihydro-2h-1,2,4-benzothiadiazine-7-sulfonamide 1,1-dioxide||stiripentol"
cefonicid,topotecan,cefonicid||topotecan
bilastine,digoxin,bilastine||digoxin
fosaprepitant,osimertinib,fosaprepitant||osimertinib
lemborexant,propofol,lemborexant||propofol
drotebanol,s-ethylisothiourea,drotebanol||s-ethylisothiourea
axitinib,cisapride,axitinib||cisapride
phentermine,triprolidine,phentermine||triprolidine
"2,4-diamino-5-(3,4,5-trimethoxy-benzyl)-pyrimidin-1-ium",niclosamide,"2,4-diamino-5-(3,4,5-trimethoxy-benzyl)-pyrimidin-1-ium||niclosamide"
glycol salicylate,perindopril,glycol salicylate||perindopril
dimenhydrinate,mefenamic acid,dimenhydrinate||mefenamic acid
buclizine,indacaterol,buclizine||indacaterol
gaboxadol,pheneturide,gaboxadol||pheneturide
amitriptylinoxide,doxapram,amitriptylinoxide||doxapram
nateglinide,tegaserod,nateglinide||tegaserod
chlorhexadol,tiapride,chlorhexadol||tiapride
bisoxatin,morniflumate,bisoxatin||morniflumate
tranilast,tubocurarine,tranilast||tubocurarine
hexapropymate,procaine,hexapropymate||procaine
abemaciclib,albendazole,abemaciclib||albendazole
merestinib,tetrodotoxin,merestinib||tetrodotoxin
diphenadione,hydrocortisone cypionate,diphenadione||hydrocortisone cypionate
desloratadine,pentolinium,desloratadine||pentolinium
epinastine,phenylbutyric acid,epinastine||phenylbutyric acid
estetrol,levomilnacipran,estetrol||levomilnacipran
landiolol,urapidil,landiolol||urapidil
phenylephrine,zotepine,phenylephrine||zotepine
guanazodine,mefenamic acid,guanazodine||mefenamic acid
1-benzylimidazole,spirapril,1-benzylimidazole||spirapril
metahexamide,vemurafenib,metahexamide||vemurafenib
6-o-benzylguanine,clorazepic acid,6-o-benzylguanine||clorazepic acid
candoxatril,propiverine,candoxatril||propiverine
procaine,teicoplanin,procaine||teicoplanin
eperisone,sodium cation,eperisone||sodium cation
paritaprevir,tepotinib,paritaprevir||tepotinib
pimozide,vinblastine,pimozide||vinblastine
dexpropranolol,perospirone,dexpropranolol||perospirone
bismuth subnitrate,lorcaserin,bismuth subnitrate||lorcaserin
aminophylline,flucloxacillin,aminophylline||flucloxacillin
cannabidiol,polythiazide,cannabidiol||polythiazide
isoflurane,nitrous oxide,isoflurane||nitrous oxide
acebutolol,rotigotine,acebutolol||rotigotine
kebuzone,lithium cation,kebuzone||lithium cation
enzalutamide,ritonavir,enzalutamide||ritonavir
cocaine,difemerine,cocaine||difemerine
bendamustine,phenylephrine,bendamustine||phenylephrine
aripiprazole,prifinium,aripiprazole||prifinium
estradiol,nabilone,estradiol||nabilone
epirizole,pazufloxacin,epirizole||pazufloxacin
benorilate,flunixin,benorilate||flunixin
allicin,safrazine,allicin||safrazine
chloral hydrate,sodium cation,chloral hydrate||sodium cation
droxicam,finasteride,droxicam||finasteride
irbesartan,phenylephrine,irbesartan||phenylephrine
morphine,opicapone,morphine||opicapone
ritonavir,zotepine,ritonavir||zotepine
fluticasone furoate,raltitrexed,fluticasone furoate||raltitrexed
doravirine,itraconazole,doravirine||itraconazole
mebutamate,rufinamide,mebutamate||rufinamide
